0	0	1.0
0	1	0.840857282
0	2	1.0
0	3	0.499906932
0	4	0.594520548
0	5	0.840857282
0	6	0.840857282
0	7	0.096327638
0	8	0.353454682
0	9	0.840857282
0	10	0.499906932
0	11	0.840857282
0	12	0.499906932
0	13	0.272531793
0	14	0.420350385
0	15	0.771051586
0	16	0.771051586
0	17	1.0
0	18	1.0
0	19	0.840857282
0	20	0.458406011
0	21	0.840857282
0	22	0.707040969
0	23	0.024072945
0	24	0.840857282
0	25	0.004253556
0	26	0.249906941
0	27	0.840857282
0	28	0.458406011
0	29	0.385454033
0	30	0.499906932
0	31	0.840857282
0	32	0.707040969
0	33	0.771051586
0	34	0.707040969
0	35	4.75e-07
0	36	0.385454033
0	37	0.707040969
0	38	0.840857282
1	0	0.840857282
1	1	1.0
1	2	0.840857282
1	3	0.420350385
1	4	0.707040969
1	5	1.0
1	6	0.840857282
1	7	0.096327638
1	8	0.353454682
1	9	0.840857282
1	10	0.499906932
1	11	0.840857282
1	12	0.499906932
1	13	0.272531793
1	14	0.420350385
1	15	0.771051586
1	16	0.916982706
1	17	0.840857282
1	18	0.840857282
1	19	0.840857282
1	20	0.458406011
1	21	0.840857282
1	22	0.707040969
1	23	0.024072945
1	24	0.840857282
1	25	0.004253556
1	26	0.249906941
1	27	0.840857282
1	28	0.458406011
1	29	0.385454033
1	30	0.499906932
1	31	1.0
1	32	0.707040969
1	33	0.771051586
1	34	0.707040969
1	35	4.75e-07
1	36	0.385454033
1	37	0.707040969
1	38	0.840857282
2	0	1.0
2	1	0.840857282
2	2	1.0
2	3	0.499906932
2	4	0.594520548
2	5	0.840857282
2	6	0.840857282
2	7	0.096327638
2	8	0.353454682
2	9	0.840857282
2	10	0.499906932
2	11	0.840857282
2	12	0.499906932
2	13	0.272531793
2	14	0.420350385
2	15	0.771051586
2	16	0.771051586
2	17	1.0
2	18	1.0
2	19	0.840857282
2	20	0.458406011
2	21	0.840857282
2	22	0.707040969
2	23	0.024072945
2	24	0.840857282
2	25	0.004253556
2	26	0.249906941
2	27	0.840857282
2	28	0.458406011
2	29	0.385454033
2	30	0.499906932
2	31	0.840857282
2	32	0.707040969
2	33	0.771051586
2	34	0.707040969
2	35	4.75e-07
2	36	0.385454033
2	37	0.707040969
2	38	0.840857282
3	0	0.499906932
3	1	0.420350385
3	2	0.499906932
3	3	1.0
3	4	0.297204943
3	5	0.420350385
3	6	0.420350385
3	7	0.05726876
3	8	0.249906941
3	9	0.420350385
3	10	0.353454682
3	11	0.420350385
3	12	0.499906932
3	13	0.136240533
3	14	0.210136071
3	15	0.385454033
3	16	0.385454033
3	17	0.499906932
3	18	0.499906932
3	19	0.420350385
3	20	0.272531793
3	21	0.420350385
3	22	0.420350385
3	23	0.020241911
3	24	0.420350385
3	25	0.004253556
3	26	0.210136071
3	27	0.420350385
3	28	0.272531793
3	29	0.272531793
3	30	0.353454682
3	31	0.420350385
3	32	0.420350385
3	33	0.385454033
3	34	0.353454682
3	35	4.75e-07
3	36	0.272531793
3	37	0.420350385
3	38	0.420350385
4	0	0.594520548
4	1	0.707040969
4	2	0.594520548
4	3	0.297204943
4	4	1.0
4	5	0.707040969
4	6	0.594520548
4	7	0.068107587
4	8	0.249906941
4	9	0.594520548
4	10	0.353454682
4	11	0.594520548
4	12	0.353454682
4	13	0.192691143
4	14	0.420350385
4	15	0.545165061
4	16	0.648344341
4	17	0.594520548
4	18	0.594520548
4	19	0.707040969
4	20	0.324111831
4	21	0.594520548
4	22	0.499906932
4	23	0.017020559
4	24	0.594520548
4	25	0.003007438
4	26	0.176694446
4	27	0.594520548
4	28	0.385454033
4	29	0.272531793
4	30	0.353454682
4	31	0.707040969
4	32	0.499906932
4	33	0.545165061
4	34	0.499906932
4	35	3.36e-07
4	36	0.272531793
4	37	0.499906932
4	38	0.594520548
5	0	0.840857282
5	1	1.0
5	2	0.840857282
5	3	0.420350385
5	4	0.707040969
5	5	1.0
5	6	0.840857282
5	7	0.096327638
5	8	0.353454682
5	9	0.840857282
5	10	0.499906932
5	11	0.840857282
5	12	0.499906932
5	13	0.272531793
5	14	0.420350385
5	15	0.771051586
5	16	0.916982706
5	17	0.840857282
5	18	0.840857282
5	19	0.840857282
5	20	0.458406011
5	21	0.840857282
5	22	0.707040969
5	23	0.024072945
5	24	0.840857282
5	25	0.004253556
5	26	0.249906941
5	27	0.840857282
5	28	0.458406011
5	29	0.385454033
5	30	0.499906932
5	31	1.0
5	32	0.707040969
5	33	0.771051586
5	34	0.707040969
5	35	4.75e-07
5	36	0.385454033
5	37	0.707040969
5	38	0.840857282
6	0	0.840857282
6	1	0.840857282
6	2	0.840857282
6	3	0.420350385
6	4	0.594520548
6	5	0.840857282
6	6	1.0
6	7	0.096327638
6	8	0.353454682
6	9	0.840857282
6	10	0.594520548
6	11	0.840857282
6	12	0.499906932
6	13	0.272531793
6	14	0.420350385
6	15	0.771051586
6	16	0.771051586
6	17	0.840857282
6	18	0.840857282
6	19	0.840857282
6	20	0.458406011
6	21	0.840857282
6	22	0.707040969
6	23	0.024072945
6	24	0.840857282
6	25	0.004253556
6	26	0.249906941
6	27	0.840857282
6	28	0.458406011
6	29	0.385454033
6	30	0.499906932
6	31	0.840857282
6	32	0.707040969
6	33	0.771051586
6	34	0.707040969
6	35	5.65e-07
6	36	0.458406011
6	37	0.707040969
6	38	0.840857282
7	0	0.096327638
7	1	0.096327638
7	2	0.096327638
7	3	0.05726876
7	4	0.068107587
7	5	0.096327638
7	6	0.096327638
7	7	1.0
7	8	0.048154854
7	9	0.096327638
