0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
1,0.300447518,0.778398152,0.066831221,0.156636616,0.740358651,0.7041781,0.7041781,0.385981798,0.63703491,0.164684578,0.471634307,0.605903683,0.495866797,0.285764963,0.471634307,0.778398152,0.094906702,0.271799929,0.576293805,0.448586033,0.63703491,0.7041781,0.605903683,0.548130932,0.00284526,0.115967273,0.605903683,0.156636616,0.315884461,0.044761257,0.471634307,0.06356525,0.778398152,0.63703491,0.7041781,0.385981798,0.7041781,0.778398152,0.63703491,0.740358651,0.740358651,0.01562967,0.085857374,0.7041781,0.605903683,0.63703491,0.405813477,0.173146044,0.385981798,0.05750432,0.605903683,0.018164721,0.521344348,0.271799929,0.740358651,0.63703491,0.002706216,0.605903683,0.367119273,0.300447518,0.33211455,0.002106513,0.7041781,0.521344348,0.7041781,0.740358651,0.426664104,4.92E-05,0.495866797,0.002214745,0.740358651,0.448586033,0.63703491,0.426664104,0.63703491,0.495866797,0.778398152,0.669765655,0.778398152,0.7041781,0.740358651,0.548130932,0.495866797,0.669765655,0.778398152,0.405813477,0.7041781,0.904650273,0.778398152,0.426664104,0.7041781,0.33211455,0.7041781,0.24588388,0.63703491,0.63703491,0.367119273,0.258517352,0.211568563,0.085857374,0.669765655,0.521344348,0.009956646,0.63703491,0.7041781,0.740358651,0.669765655,0.211568563,0.7041781,0.548130932,0.669765655,0.669765655,0.426664104,0.605903683,0.066831221,0.63703491,0.191395558,0.164684578,0.013448409,0.605903683,0.385981798,0.211568563,0.201229429,0.548130932,0.63703491,0.576293805,0.63703491,0.315884461,0.63703491,0.740358651,0.448586033,0.13477656,0.740358651,0.233867793,0.740358651,0.471634307,0.778398152,0.271799929,0.115967273,0.63703491,0.009956646,0.669765655,0.271799929,0.066831221,0.471634307,0.63703491,0.110300074,0.669765655,0.426664104,0.182042258,0.740358651,0.081661614,0.258517352,0.001723954,0.605903683,0.426664104,0.019098022,0.121925652,0.576293805,0.548130932,0.605903683,0.258517352,0.63703491,0.426664104,0.201229429,0.548130932,0.367119273,0.367119273,0.778398152,0.13477656,0.13477656,0.7041781,0.300447518,0.077670897,0.605903683,0.201229429,0.605903683,0.471634307,0.233867793,0.7041781,0.495866797,0.521344348,0.06356525,0.740358651,0.173146044,0.669765655,0.778398152,0.405813477,0.778398152,0.7041781,0.094906702,0.605903683,0.05750432,0.778398152,0.164684578,0.7041781,0.426664104,0.669765655,0.104909826,0.471634307,0.7041781,0.448586033,0.669765655,0.669765655,0.300447518,0.405813477,0.426664104,0.044761257,0.007011252,0.004040541,0.405813477,0.605903683,0.7041781,0.548130932,0.405813477,0.605903683,0.576293805
0.300447518,1,0.349178539,0.044761257,0.115967273,0.33211455,0.349178539,0.315884461,0.211568563,0.349178539,0.121925652,0.315884461,0.271799929,0.222438919,0.141701357,0.315884461,0.349178539,0.085857374,0.148981949,0.258517352,0.271799929,0.315884461,0.315884461,0.271799929,0.33211455,0.00314515,0.070264998,0.33211455,0.070264998,0.141701357,0.033139384,0.233867793,0.038514419,0.385981798,0.285764963,0.315884461,0.191395558,0.315884461,0.349178539,0.285764963,0.300447518,0.33211455,0.010468216,0.05750432,0.315884461,0.300447518,0.349178539,0.201229429,0.191395558,0.191395558,0.05750432,0.271799929,0.011006071,0.258517352,0.099782992,0.33211455,0.315884461,0.003306747,0.300447518,0.182042258,0.13477656,0.201229429,0.002573966,0.349178539,0.315884461,0.315884461,0.33211455,0.211568563,7.34E-05,0.300447518,0.002214745,0.33211455,0.164684578,0.285764963,0.233867793,0.285764963,0.271799929,0.349178539,0.300447518,0.349178539,0.315884461,0.367119273,0.271799929,0.300447518,0.33211455,0.349178539,0.201229429,0.385981798,0.33211455,0.349178539,0.258517352,0.315884461,0.300447518,0.315884461,0.148981949,0.315884461,0.385981798,0.24588388,0.156636616,0.141701357,0.070264998,0.300447518,0.285764963,0.009956646,0.285764963,0.315884461,0.33211455,0.33211455,0.156636616,0.385981798,0.24588388,0.300447518,0.33211455,0.211568563,0.33211455,0.060458883,0.285764963,0.104909826,0.148981949,0.01643272,0.271799929,0.285764963,0.156636616,0.121925652,0.24588388,0.349178539,0.315884461,0.285764963,0.315884461,0.426664104,0.367119273,0.222438919,0.090268711,0.33211455,0.128190171,0.300447518,0.211568563,0.349178539,0.182042258,0.094906702,0.285764963,0.009956646,0.33211455,0.13477656,0.03663226,0.211568563,0.349178539,0.054694145,0.300447518,0.233867793,0.099782992,0.367119273,0.054694145,0.156636616,0.002573966,0.33211455,0.211568563,0.009470075,0.066831221,0.258517352,0.271799929,0.33211455,0.211568563,0.315884461,0.233867793,0.121925652,0.24588388,0.222438919,0.201229429,0.385981798,0.081661614,0.121925652,0.315884461,0.182042258,0.047061082,0.300447518,0.148981949,0.33211455,0.233867793,0.115967273,0.315884461,0.222438919,0.349178539,0.042573821,0.33211455,0.085857374,0.33211455,0.349178539,0.448586033,0.349178539,0.315884461,0.115967273,0.33211455,0.06356525,0.385981798,0.099782992,0.349178539,0.258517352,0.367119273,0.070264998,0.285764963,0.349178539,0.271799929,0.33211455,0.300447518,0.182042258,0.222438919,0.191395558,0.060458883,0.007011252,0.005457545,0.201229429,0.448586033,0.385981798,0.271799929,0.182042258,0.33211455,0.426664104
0.778398152,0.349178539,1,0.077670897,0.182042258,0.860440963,0.818392116,0.818392116,0.448586033,0.740358651,0.191395558,0.548130932,0.7041781,0.576293805,0.33211455,0.548130932,0.904650273,0.110300074,0.315884461,0.605903683,0.521344348,0.740358651,0.818392116,0.7041781,0.63703491,0.003306747,0.13477656,0.7041781,0.182042258,0.367119273,0.052021299,0.548130932,0.073875202,0.904650273,0.740358651,0.818392116,0.448586033,0.818392116,0.904650273,0.740358651,0.778398152,0.860440963,0.018164721,0.099782992,0.818392116,0.7041781,0.740358651,0.471634307,0.201229429,0.448586033,0.066831221,0.778398152,0.019098022,0.605903683,0.285764963,0.860440963,0.740358651,0.00314515,0.7041781,0.426664104,0.349178539,0.385981798,0.002448179,0.818392116,0.605903683,0.818392116,0.860440963,0.495866797,5.71E-05,0.576293805,0.002573966,0.860440963,0.426664104,0.740358651,0.495866797,0.740358651,0.576293805,0.904650273,0.778398152,0.904650273,0.818392116,0.860440963,0.63703491,0.576293805,0.778398152,0.904650273,0.471634307,0.818392116,0.860440963,0.904650273,0.495866797,0.818392116,0.385981798,0.818392116,0.285764963,0.740358651,0.740358651,0.426664104,0.300447518,0.24588388,0.099782992,0.778398152,0.605903683,0.011571562,0.740358651,0.818392116,0.860440963,0.778398152,0.24588388,0.818392116,0.63703491,0.778398152,0.778398152,0.495866797,0.7041781,0.077670897,0.740358651,0.222438919,0.191395558,0.01562967,0.7041781,0.448586033,0.24588388,0.233867793,0.63703491,0.740358651,0.669765655,0.740358651,0.367119273,0.740358651,0.860440963,0.521344348,0.156636616,0.860440963,0.271799929,0.778398152,0.548130932,0.904650273,0.315884461,0.121925652,0.740358651,0.012791199,0.778398152,0.315884461,0.077670897,0.548130932,0.740358651,0.128190171,0.778398152,0.495866797,0.211568563,0.860440963,0.094906702,0.300447518,0.00200357,0.7041781,0.495866797,0.022195621,0.141701357,0.669765655,0.63703491,0.7041781,0.300447518,0.740358651,0.495866797,0.233867793,0.63703491,0.426664104,0.426664104,0.904650273,0.156636616,0.156636616,0.818392116,0.349178539,0.090268711,0.7041781,0.233867793,0.7041781,0.548130932,0.271799929,0.818392116,0.576293805,0.605903683,0.073875202,0.860440963,0.201229429,0.778398152,0.904650273,0.471634307,0.904650273,0.818392116,0.110300074,0.7041781,0.066831221,0.904650273,0.191395558,0.818392116,0.495866797,0.778398152,0.121925652,0.548130932,0.818392116,0.521344348,0.778398152,0.778398152,0.349178539,0.471634307,0.495866797,0.052021299,0.00814844,0.005190841,0.471634307,0.7041781,0.818392116,0.7041781,0.471634307,0.7041781,0.669765655
0.066831221,0.044761257,0.077670897,1,0.03484208,0.073875202,0.085857374,0.070264998,0.052021299,0.077670897,0.040493283,0.06356525,0.066831221,0.049479073,0.038514419,0.085857374,0.077670897,0.047061082,0.040493283,0.06356525,0.044761257,0.094906702,0.070264998,0.060458883,0.066831221,0.00057255,0.047061082,0.081661614,0.031519897,0.03484208,0.013448409,0.070264998,0.01562967,0.085857374,0.070264998,0.077670897,0.052021299,0.085857374,0.085857374,0.06356525,0.066831221,0.073875202,0.008567106,0.025795635,0.070264998,0.066831221,0.070264998,0.040493283,0.03484208,0.05750432,0.012791199,0.060458883,0.012166106,0.06356525,0.024535029,0.081661614,0.077670897,0.00200357,0.090268711,0.054694145,0.029979552,0.049479073,0.001905658,0.085857374,0.06356525,0.070264998,0.081661614,0.047061082,2.98E-05,0.054694145,0.001341922,0.073875202,0.044761257,0.077670897,0.05750432,0.070264998,0.081661614,0.077670897,0.090268711,0.085857374,0.085857374,0.073875202,0.060458883,0.060458883,0.073875202,0.085857374,0.044761257,0.094906702,0.073875202,0.077670897,0.085857374,0.070264998,0.054694145,0.070264998,0.033139384,0.077670897,0.06356525,0.066831221,0.085857374,0.038514419,0.023336028,0.066831221,0.070264998,0.00493717,0.06356525,0.070264998,0.073875202,0.073875202,0.038514419,0.077670897,0.060458883,0.073875202,0.090268711,0.047061082,0.066831221,0.020079275,0.077670897,0.025795635,0.044761257,0.004466412,0.060458883,0.052021299,0.031519897,0.033139384,0.060458883,0.077670897,0.077670897,0.06356525,0.05750432,0.077670897,0.090268711,0.054694145,0.024535029,0.073875202,0.031519897,0.066831221,0.05750432,0.077670897,0.044761257,0.025795635,0.070264998,0.005457545,0.073875202,0.02712101,0.022195621,0.06356525,0.085857374,0.014865865,0.066831221,0.06356525,0.044761257,0.073875202,0.01643272,0.047061082,0.001276344,0.066831221,0.094906702,0.014139385,0.014865865,0.06356525,0.066831221,0.081661614,0.06356525,0.070264998,0.052021299,0.033139384,0.060458883,0.081661614,0.049479073,0.085857374,0.024535029,0.029979552,0.070264998,0.049479073,0.01727703,0.073875202,0.02712101,0.066831221,0.06356525,0.042573821,0.077670897,0.049479073,0.085857374,0.021110944,0.073875202,0.019098022,0.073875202,0.077670897,0.066831221,0.077670897,0.070264998,0.021110944,0.073875202,0.019098022,0.077670897,0.040493283,0.085857374,0.06356525,0.073875202,0.019098022,0.06356525,0.085857374,0.049479073,0.081661614,0.081661614,0.049479073,0.060458883,0.047061082,0.011006071,0.002573966,0.002991449,0.040493283,0.099782992,0.077670897,0.060458883,0.044761257,0.073875202,0.077670897
0.156636616,0.115967273,0.182042258,0.03484208,1,0.191395558,0.182042258,0.164684578,0.110300074,0.164684578,0.070264998,0.148981949,0.141701357,0.115967273,0.073875202,0.182042258,0.182042258,0.040493283,0.070264998,0.148981949,0.104909826,0.182042258,0.164684578,0.141701357,0.141701357,0.00148336,0.054694145,0.191395558,0.049479073,0.081661614,0.019098022,0.121925652,0.02712101,0.182042258,0.148981949,0.164684578,0.099782992,0.201229429,0.201229429,0.182042258,0.156636616,0.173146044,0.00814844,0.044761257,0.164684578,0.156636616,0.182042258,0.094906702,0.110300074,0.099782992,0.022195621,0.141701357,0.008567106,0.13477656,0.06356525,0.173146044,0.164684578,0.001905658,0.156636616,0.115967273,0.077670897,0.094906702,0.00200357,0.182042258,0.182042258,0.164684578,0.173146044,0.13477656,4.68E-05,0.173146044,0.001154645,0.173146044,0.085857374,0.148981949,0.121925652,0.148981949,0.141701357,0.182042258,0.156636616,0.182042258,0.164684578,0.173146044,0.128190171,0.156636616,0.173146044,0.182042258,0.115967273,0.201229429,0.173146044,0.182042258,0.164684578,0.164684578,0.104909826,0.164684578,0.085857374,0.182042258,0.182042258,0.115967273,0.099782992,0.110300074,0.060458883,0.173146044,0.13477656,0.006342731,0.164684578,0.164684578,0.173146044,0.156636616,0.073875202,0.222438919,0.128190171,0.156636616,0.191395558,0.110300074,0.156636616,0.047061082,0.164684578,0.060458883,0.085857374,0.007011252,0.173146044,0.110300074,0.081661614,0.070264998,0.128190171,0.201229429,0.201229429,0.148981949,0.13477656,0.164684578,0.191395558,0.128190171,0.047061082,0.173146044,0.090268711,0.156636616,0.121925652,0.182042258,0.104909826,0.066831221,0.148981949,0.005737953,0.173146044,0.06356525,0.023336028,0.110300074,0.222438919,0.025795635,0.173146044,0.13477656,0.070264998,0.191395558,0.03484208,0.090268711,0.00148336,0.191395558,0.110300074,0.007371489,0.03484208,0.148981949,0.141701357,0.173146044,0.090268711,0.164684578,0.110300074,0.05750432,0.128190171,0.141701357,0.104909826,0.201229429,0.06356525,0.070264998,0.164684578,0.128190171,0.029979552,0.173146044,0.06356525,0.141701357,0.201229429,0.054694145,0.164684578,0.115967273,0.182042258,0.02712101,0.173146044,0.054694145,0.173146044,0.182042258,0.156636616,0.182042258,0.164684578,0.054694145,0.156636616,0.033139384,0.182042258,0.06356525,0.182042258,0.121925652,0.173146044,0.029979552,0.148981949,0.182042258,0.128190171,0.191395558,0.156636616,0.104909826,0.104909826,0.099782992,0.021110944,0.005457545,0.003476647,0.104909826,0.191395558,0.201229429,0.141701357,0.094906702,0.191395558,0.148981949
0.740358651,0.33211455,0.860440963,0.073875202,0.191395558,1,0.778398152,0.778398152,0.426664104,0.7041781,0.182042258,0.521344348,0.669765655,0.548130932,0.315884461,0.521344348,0.860440963,0.115967273,0.300447518,0.521344348,0.548130932,0.7041781,0.778398152,0.669765655,0.605903683,0.00314515,0.128190171,0.669765655,0.191395558,0.349178539,0.049479073,0.521344348,0.077670897,0.860440963,0.7041781,0.860440963,0.426664104,0.778398152,0.860440963,0.7041781,0.818392116,0.904650273,0.019098022,0.104909826,0.778398152,0.669765655,0.7041781,0.448586033,0.191395558,0.426664104,0.06356525,0.669765655,0.018164721,0.576293805,0.271799929,0.818392116,0.7041781,0.002991449,0.669765655,0.405813477,0.405813477,0.448586033,0.002328539,0.778398152,0.576293805,0.778398152,0.818392116,0.576293805,5.43E-05,0.548130932,0.002706216,0.818392116,0.405813477,0.7041781,0.471634307,0.7041781,0.548130932,0.860440963,0.740358651,0.860440963,0.778398152,0.818392116,0.605903683,0.548130932,0.740358651,0.860440963,0.448586033,0.778398152,0.818392116,0.860440963,0.471634307,0.778398152,0.367119273,0.778398152,0.271799929,0.7041781,0.7041781,0.405813477,0.285764963,0.233867793,0.094906702,0.904650273,0.576293805,0.013448409,0.778398152,0.778398152,0.818392116,0.740358651,0.233867793,0.778398152,0.605903683,0.740358651,0.740358651,0.471634307,0.669765655,0.073875202,0.7041781,0.211568563,0.182042258,0.014865865,0.740358651,0.426664104,0.233867793,0.222438919,0.605903683,0.7041781,0.63703491,0.7041781,0.349178539,0.7041781,0.818392116,0.495866797,0.164684578,0.818392116,0.258517352,0.740358651,0.521344348,0.860440963,0.33211455,0.128190171,0.7041781,0.012166106,0.740358651,0.300447518,0.066831221,0.521344348,0.778398152,0.121925652,0.740358651,0.471634307,0.222438919,0.818392116,0.090268711,0.285764963,0.001905658,0.669765655,0.471634307,0.023336028,0.13477656,0.63703491,0.605903683,0.669765655,0.285764963,0.7041781,0.471634307,0.222438919,0.605903683,0.448586033,0.405813477,0.860440963,0.148981949,0.148981949,0.778398152,0.33211455,0.094906702,0.669765655,0.271799929,0.669765655,0.521344348,0.258517352,0.778398152,0.548130932,0.576293805,0.070264998,0.818392116,0.191395558,0.740358651,0.860440963,0.448586033,0.951131049,0.778398152,0.115967273,0.669765655,0.06356525,0.860440963,0.182042258,0.778398152,0.471634307,0.740358651,0.128190171,0.521344348,0.778398152,0.495866797,0.740358651,0.740358651,0.367119273,0.448586033,0.471634307,0.049479073,0.007750235,0.00493717,0.448586033,0.669765655,0.778398152,0.605903683,0.448586033,0.669765655,0.63703491
0.7041781,0.349178539,0.818392116,0.085857374,0.182042258,0.778398152,1,0.818392116,0.448586033,0.669765655,0.211568563,0.495866797,0.63703491,0.521344348,0.300447518,0.548130932,0.818392116,0.121925652,0.285764963,0.548130932,0.471634307,0.740358651,0.740358651,0.63703491,0.63703491,0.003655276,0.121925652,0.7041781,0.164684578,0.33211455,0.047061082,0.495866797,0.073875202,0.904650273,0.669765655,0.740358651,0.405813477,0.740358651,0.904650273,0.669765655,0.7041781,0.778398152,0.01643272,0.099782992,0.740358651,0.63703491,0.669765655,0.426664104,0.201229429,0.405813477,0.073875202,0.63703491,0.019098022,0.548130932,0.233867793,0.778398152,0.669765655,0.00314515,0.63703491,0.385981798,0.315884461,0.385981798,0.002706216,0.740358651,0.548130932,0.740358651,0.778398152,0.448586033,6.32E-05,0.521344348,0.00284526,0.778398152,0.385981798,0.669765655,0.448586033,0.669765655,0.521344348,0.818392116,0.7041781,0.818392116,0.740358651,0.778398152,0.576293805,0.521344348,0.7041781,0.818392116,0.426664104,0.740358651,0.778398152,0.818392116,0.548130932,0.740358651,0.426664104,0.740358651,0.258517352,0.669765655,0.669765655,0.471634307,0.300447518,0.222438919,0.099782992,0.7041781,0.548130932,0.011571562,0.669765655,0.740358651,0.778398152,0.7041781,0.271799929,0.818392116,0.576293805,0.7041781,0.7041781,0.448586033,0.7041781,0.085857374,0.740358651,0.201229429,0.211568563,0.01727703,0.63703491,0.448586033,0.222438919,0.211568563,0.576293805,0.740358651,0.669765655,0.669765655,0.405813477,0.740358651,0.778398152,0.471634307,0.173146044,0.778398152,0.24588388,0.7041781,0.495866797,0.818392116,0.349178539,0.13477656,0.669765655,0.014139385,0.7041781,0.285764963,0.06356525,0.495866797,0.669765655,0.115967273,0.7041781,0.448586033,0.191395558,0.778398152,0.094906702,0.300447518,0.002214745,0.63703491,0.448586033,0.020079275,0.128190171,0.605903683,0.576293805,0.63703491,0.300447518,0.669765655,0.448586033,0.211568563,0.576293805,0.426664104,0.385981798,0.818392116,0.141701357,0.141701357,0.740358651,0.349178539,0.090268711,0.63703491,0.233867793,0.63703491,0.548130932,0.24588388,0.740358651,0.521344348,0.669765655,0.073875202,0.778398152,0.182042258,0.7041781,0.818392116,0.471634307,0.818392116,0.740358651,0.110300074,0.7041781,0.073875202,0.818392116,0.173146044,0.740358651,0.495866797,0.7041781,0.110300074,0.605903683,0.818392116,0.471634307,0.7041781,0.7041781,0.349178539,0.426664104,0.448586033,0.05750432,0.009956646,0.005190841,0.426664104,0.7041781,0.818392116,0.576293805,0.426664104,0.63703491,0.669765655
0.7041781,0.315884461,0.818392116,0.070264998,0.164684578,0.778398152,0.818392116,1,0.405813477,0.669765655,0.173146044,0.495866797,0.63703491,0.521344348,0.300447518,0.495866797,0.818392116,0.099782992,0.315884461,0.495866797,0.471634307,0.740358651,0.740358651,0.63703491,0.576293805,0.003655276,0.121925652,0.63703491,0.164684578,0.33211455,0.047061082,0.495866797,0.066831221,0.818392116,0.669765655,0.740358651,0.405813477,0.740358651,0.818392116,0.669765655,0.7041781,0.778398152,0.01643272,0.090268711,0.740358651,0.63703491,0.669765655,0.426664104,0.182042258,0.405813477,0.066831221,0.63703491,0.01727703,0.548130932,0.233867793,0.778398152,0.669765655,0.00314515,0.63703491,0.385981798,0.315884461,0.349178539,0.002214745,0.740358651,0.548130932,0.740358651,0.778398152,0.448586033,5.71E-05,0.521344348,0.00284526,0.778398152,0.385981798,0.669765655,0.448586033,0.669765655,0.521344348,0.818392116,0.7041781,0.818392116,0.740358651,0.778398152,0.576293805,0.521344348,0.7041781,0.818392116,0.426664104,0.740358651,0.778398152,0.818392116,0.448586033,0.740358651,0.349178539,0.740358651,0.258517352,0.669765655,0.669765655,0.385981798,0.271799929,0.222438919,0.090268711,0.7041781,0.548130932,0.010468216,0.669765655,0.740358651,0.778398152,0.7041781,0.222438919,0.740358651,0.576293805,0.7041781,0.7041781,0.448586033,0.7041781,0.070264998,0.669765655,0.201229429,0.173146044,0.01562967,0.63703491,0.405813477,0.222438919,0.211568563,0.576293805,0.669765655,0.605903683,0.669765655,0.33211455,0.669765655,0.778398152,0.471634307,0.141701357,0.778398152,0.24588388,0.7041781,0.495866797,0.818392116,0.349178539,0.13477656,0.669765655,0.012791199,0.7041781,0.285764963,0.06356525,0.495866797,0.669765655,0.115967273,0.7041781,0.448586033,0.191395558,0.778398152,0.085857374,0.271799929,0.00181253,0.63703491,0.448586033,0.020079275,0.141701357,0.605903683,0.576293805,0.63703491,0.271799929,0.669765655,0.448586033,0.211568563,0.576293805,0.385981798,0.385981798,0.818392116,0.156636616,0.156636616,0.740358651,0.315884461,0.081661614,0.63703491,0.233867793,0.63703491,0.495866797,0.24588388,0.740358651,0.521344348,0.548130932,0.066831221,0.778398152,0.182042258,0.7041781,0.818392116,0.426664104,0.818392116,0.740358651,0.099782992,0.63703491,0.060458883,0.818392116,0.173146044,0.740358651,0.495866797,0.7041781,0.110300074,0.495866797,0.740358651,0.471634307,0.7041781,0.7041781,0.315884461,0.426664104,0.448586033,0.047061082,0.009007282,0.004695896,0.426664104,0.63703491,0.740358651,0.576293805,0.426664104,0.63703491,0.605903683
0.385981798,0.211568563,0.448586033,0.052021299,0.110300074,0.426664104,0.448586033,0.405813477,1,0.405813477,0.115967273,0.300447518,0.385981798,0.285764963,0.201229429,0.367119273,0.448586033,0.073875202,0.173146044,0.33211455,0.285764963,0.448586033,0.405813477,0.349178539,0.349178539,0.002706216,0.081661614,0.385981798,0.099782992,0.182042258,0.028514483,0.300447518,0.054694145,0.448586033,0.367119273,0.405813477,0.222438919,0.405813477,0.495866797,0.405813477,0.385981798,0.426664104,0.009007282,0.073875202,0.405813477,0.349178539,0.367119273,0.258517352,0.164684578,0.271799929,0.066831221,0.349178539,0.014139385,0.300447518,0.141701357,0.426664104,0.367119273,0.00314515,0.385981798,0.233867793,0.173146044,0.233867793,0.003306747,0.405813477,0.33211455,0.405813477,0.471634307,0.24588388,9.43E-05,0.285764963,0.002573966,0.426664104,0.211568563,0.367119273,0.24588388,0.405813477,0.349178539,0.495866797,0.385981798,0.448586033,0.405813477,0.426664104,0.385981798,0.315884461,0.385981798,0.448586033,0.233867793,0.405813477,0.426664104,0.448586033,0.300447518,0.405813477,0.285764963,0.405813477,0.191395558,0.367119273,0.405813477,0.233867793,0.222438919,0.164684578,0.110300074,0.385981798,0.367119273,0.011571562,0.367119273,0.405813477,0.426664104,0.426664104,0.164684578,0.448586033,0.315884461,0.385981798,0.385981798,0.24588388,0.349178539,0.070264998,0.448586033,0.13477656,0.128190171,0.01562967,0.349178539,0.271799929,0.222438919,0.128190171,0.315884461,0.405813477,0.367119273,0.367119273,0.33211455,0.367119273,0.426664104,0.258517352,0.115967273,0.471634307,0.201229429,0.385981798,0.300447518,0.448586033,0.233867793,0.090268711,0.367119273,0.010468216,0.385981798,0.156636616,0.042573821,0.271799929,0.367119273,0.06356525,0.426664104,0.33211455,0.115967273,0.426664104,0.070264998,0.201229429,0.002214745,0.385981798,0.24588388,0.011006071,0.077670897,0.33211455,0.349178539,0.385981798,0.201229429,0.405813477,0.300447518,0.128190171,0.349178539,0.233867793,0.211568563,0.448586033,0.094906702,0.115967273,0.405813477,0.191395558,0.049479073,0.385981798,0.128190171,0.385981798,0.405813477,0.13477656,0.405813477,0.285764963,0.448586033,0.044761257,0.426664104,0.121925652,0.385981798,0.448586033,0.285764963,0.448586033,0.405813477,0.090268711,0.426664104,0.054694145,0.448586033,0.094906702,0.405813477,0.300447518,0.385981798,0.066831221,0.33211455,0.405813477,0.258517352,0.426664104,0.385981798,0.211568563,0.285764963,0.24588388,0.05750432,0.007371489,0.006342731,0.233867793,0.385981798,0.448586033,0.315884461,0.258517352,0.349178539,0.405813477
0.63703491,0.349178539,0.740358651,0.077670897,0.164684578,0.7041781,0.669765655,0.669765655,0.405813477,1,0.211568563,0.548130932,0.63703491,0.471634307,0.271799929,0.495866797,0.740358651,0.099782992,0.285764963,0.495866797,0.471634307,0.605903683,0.669765655,0.576293805,0.521344348,0.003306747,0.121925652,0.576293805,0.164684578,0.300447518,0.042573821,0.448586033,0.066831221,0.740358651,0.605903683,0.669765655,0.367119273,0.669765655,0.740358651,0.605903683,0.63703491,0.7041781,0.014865865,0.099782992,0.669765655,0.576293805,0.605903683,0.385981798,0.201229429,0.448586033,0.073875202,0.576293805,0.01727703,0.495866797,0.211568563,0.7041781,0.605903683,0.003476647,0.576293805,0.385981798,0.285764963,0.349178539,0.002448179,0.669765655,0.548130932,0.669765655,0.7041781,0.448586033,6.32E-05,0.471634307,0.002573966,0.7041781,0.349178539,0.605903683,0.405813477,0.669765655,0.521344348,0.740358651,0.63703491,0.740358651,0.669765655,0.778398152,0.521344348,0.521344348,0.7041781,0.740358651,0.385981798,0.669765655,0.7041781,0.740358651,0.405813477,0.669765655,0.349178539,0.669765655,0.258517352,0.605903683,0.605903683,0.385981798,0.271799929,0.222438919,0.110300074,0.63703491,0.548130932,0.011571562,0.605903683,0.669765655,0.7041781,0.63703491,0.222438919,0.669765655,0.521344348,0.63703491,0.63703491,0.405813477,0.63703491,0.070264998,0.605903683,0.182042258,0.173146044,0.01727703,0.63703491,0.448586033,0.222438919,0.191395558,0.576293805,0.605903683,0.548130932,0.605903683,0.33211455,0.605903683,0.7041781,0.426664104,0.173146044,0.7041781,0.24588388,0.63703491,0.448586033,0.740358651,0.285764963,0.121925652,0.605903683,0.014139385,0.63703491,0.258517352,0.06356525,0.448586033,0.605903683,0.104909826,0.63703491,0.405813477,0.173146044,0.7041781,0.077670897,0.24588388,0.00200357,0.576293805,0.405813477,0.018164721,0.141701357,0.548130932,0.576293805,0.576293805,0.300447518,0.669765655,0.405813477,0.191395558,0.521344348,0.385981798,0.349178539,0.740358651,0.141701357,0.156636616,0.669765655,0.285764963,0.081661614,0.63703491,0.211568563,0.576293805,0.448586033,0.222438919,0.669765655,0.471634307,0.548130932,0.066831221,0.7041781,0.182042258,0.63703491,0.740358651,0.426664104,0.740358651,0.669765655,0.099782992,0.576293805,0.066831221,0.740358651,0.156636616,0.740358651,0.448586033,0.7041781,0.110300074,0.495866797,0.669765655,0.471634307,0.63703491,0.63703491,0.285764963,0.385981798,0.405813477,0.05750432,0.007371489,0.005190841,0.385981798,0.63703491,0.740358651,0.521344348,0.385981798,0.576293805,0.548130932
